,Name,Type,Nominations,Wins,Awards,Performances
376,True West,Play+Original,10,2,"['Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Revival of a Play', 'Drama League + Nominee + Distinguished Production of a Revival', 'Outer Critics Circle + Nominee + Outstanding New Broadway Play', 'Outer Critics Circle + Winner + Special Award', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Direction of a Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Nominee + Play']",154
377,Riverdance - on Broadway,Original,0,0,[],605
378,A Moon for the Misbegotten,Play+Drama+Revival,12,6,"['Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Drama Desk Award + Winner + Outstanding Featured Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Revival of a Play', 'Drama League + Nominee + Distinguished Production of a Revival', 'Outer Critics Circle + Winner + Outstanding Featured Actor in a Play', 'Outer Critics Circle + Winner + Outstanding Director of a Play', 'Outer Critics Circle + Winner + Outstanding Revival of a Play', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Winner + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Actress in a Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Nominee + Best Revival of a Play']",120
379,Aida,Musical+Original,8,5,"['Drama Desk Award + Winner + Outstanding Actress in a Musical', 'Drama League + Nominee + Distinguished Production of a Musical', 'Outer Critics Circle + Nominee + Outstanding Actress in a Musical', 'Tony Award + Winner + Scenic Design (Play or Musical)', 'Tony Award + Winner + Best Original Score', 'Tony Award + Winner + Lighting Design (Play or Musical)', 'Tony Award + Nominee + Costume Design (Play or Musical)', 'Tony Award + Winner + Best Actress in a Musical']",1852
380,Contact,Original,25,15,"['Drama Desk Award + Winner + Outstanding Musical', 'Drama Desk Award + Winner + Outstanding Featured Actress in a Musical', 'Drama Desk Award + Winner + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Winner + Outstanding Lighting Design', 'Drama Desk Award + Nominee + Outstanding Set Design for a Musical', 'Drama League + Winner + Outstanding New Broadway Musical', 'Drama League + Winner + Distinguished Production of a Musical', ""New York Drama Critics' Circle + Nominee + Best Musical"", 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Winner + Outstanding Lighting Design', 'Outer Critics Circle + Winner + Outstanding New Broadway Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Musical', 'Outer Critics Circle + Winner + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Winner + Outstanding Choreography', 'Outer Critics Circle + Winner + Outstanding Director of a Musical', 'Tony Award + Winner + Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Book of a Musical', 'Tony Award + Winner + Best Choreography', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Winner + Best Featured Actor in a Musical', 'Tony Award + Winner + Best Featured Actress in a Musical']",1010
381,The Ride Down Mt. Morgan,Play+Original,3,1,"['Outer Critics Circle + Winner + Outstanding Featured Actress in a Play', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Nominee + Play']",121
382,Copenhagen,Original,10,9,"['Drama Desk Award + Winner + Outstanding Director of a Play', 'Drama Desk Award + Winner + Outstanding Play', 'Drama League + Winner + Distinguished Production of a Play', 'Drama League + Winner + Outstanding New Broadway Play', ""New York Drama Critics' Circle + Winner + Best Foreign Play"", 'Outer Critics Circle + Nominee + Outstanding Director of a Play', 'Outer Critics Circle + Winner + Outstanding New Broadway Play', 'Tony Award + Winner + Best Featured Actress in a Play', 'Tony Award + Winner + Best Direction of a Play', 'Tony Award + Winner + Play']",326
383,Rose,Original,2,1,"['Drama Desk Award + Nominee + Outstanding Solo Performance', 'Outer Critics Circle + Winner + Outstanding Solo Performance']",42
384,The Wild Party,Original,12,1,"['Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama League + Nominee + Distinguished Production of a Musical', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Original Score', 'Tony Award + Nominee + Lighting Design (Play or Musical)', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Book of a Musical', 'Tony Award + Nominee + Best Actress in a Musical', 'Tony Award + Nominee + Best Actor in a Musical', 'Tony Award + Nominee + Musical']",68
385,Jesus Christ Superstar,Musical+Revival,3,0,"['Outer Critics Circle + Nominee + Outstanding Featured Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Revival of a Musical', 'Tony Award + Nominee + Best Revival of a Musical']",161
386,The Real Thing,Drama+Revival,14,7,"['Drama Desk Award + Winner + Outstanding Actor in a Play', 'Drama Desk Award + Winner + Outstanding Revival of a Play', 'Drama League + Nominee + Distinguished Production of a Revival', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Play', 'Outer Critics Circle + Nominee + Outstanding Director of a Play', 'Outer Critics Circle + Nominee + Outstanding Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Revival of a Play', 'Theatre World Awards + Winner + Theatre World Award', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Nominee + Best Direction of a Play', 'Tony Award + Winner + Best Actress in a Play', 'Tony Award + Winner + Best Actor in a Play', 'Tony Award + Winner + Best Revival of a Play']",136
387,The Green Bird,Musical+Original,5,1,"['Outer Critics Circle + Winner + Outstanding Costume Design', 'Outer Critics Circle + Nominee + Outstanding New Broadway Play', 'Outer Critics Circle + Nominee + Outstanding Lighting Design', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Costume Design (Play or Musical)']",56
388,Taller Than a Dwarf,Play+Comedy+Original,0,0,[],56
389,The Music Man,Musical+Revival,25,3,"['Drama Desk Award + Nominee + Outstanding Revival of a Musical', 'Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama Desk Award + Nominee + Outstanding Costume Design', 'Drama Desk Award + Nominee + Outstanding Set Design for a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Revival of a Musical', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Actress in a Musical', 'Outer Critics Circle + Winner + Outstanding Choreography', 'Outer Critics Circle + Nominee + Outstanding Costume Design', 'Outer Critics Circle + Winner + Outstanding Director of a Musical', 'Outer Critics Circle + Nominee + Outstanding Set Design', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Scenic Design (Play or Musical)', 'Tony Award + Nominee + Best Revival of a Musical', 'Tony Award + Nominee + Best Actor in a Musical', 'Tony Award + Nominee + Best Actress in a Musical', 'Tony Award + Nominee + Best Choreography', 'Tony Award + Nominee + Costume Design (Play or Musical)', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Nominee + Best Orchestrations']",699
390,Uncle Vanya,Revival,11,1,"['Drama Desk Award + Nominee + Outstanding Set Design for a Play', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Director of a Play', 'Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Revival of a Play', 'Drama League + Nominee + Distinguished Production of a Revival', 'Outer Critics Circle + Nominee + Outstanding Actress in a Play', 'Outer Critics Circle + Winner + Outstanding Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Revival of a Play', 'Tony Award + Nominee + Scenic Design (Play or Musical)', 'Tony Award + Nominee + Best Featured Actress in a Play']",49
391,Dirty Blonde,Original,10,1,"['Drama Desk Award + Nominee + Outstanding Lighting Design', 'Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Actress in a Play', 'Drama Desk Award + Nominee + Outstanding Play', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Direction of a Play', 'Tony Award + Nominee + Best Actress in a Play', 'Tony Award + Nominee + Play']",352
392,First You Dream: A Tribute to Courage,Revival,0,0,[],1
393,Macbeth,Revival,0,0,[],13
394,The Man Who Came to Dinner,Comedy+Revival,3,0,"['Drama Desk Award + Nominee + Outstanding Featured Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Revival of a Play', 'Tony Award + Nominee + Best Actress in a Play']",85
395,The Best Man,Play+Revival,6,3,"['Drama Desk Award + Winner + Outstanding Revival of a Play', 'Outer Critics Circle + Nominee + Outstanding Actress in a Play', 'Outer Critics Circle + Winner + Outstanding Revival of a Play', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Play', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Revival of a Play']",121
396,The Dinner Party,Original,2,1,"['Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Featured Actress in a Play']",364
397,Proof,Original,17,12,"['Drama Desk Award + Winner + Outstanding Play', 'Drama Desk Award + Winner + Outstanding Actress in a Play', 'Drama League + Winner + Distinguished Production of a Play', 'Drama League + Winner + Outstanding New Broadway Play', ""New York Drama Critics' Circle + Winner + Best American Play"", 'Outer Critics Circle + Winner + Outstanding Actress in a Play', 'Outer Critics Circle + Nominee + Outstanding Director of a Play', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Play', 'Outer Critics Circle + Winner + John Gassner Award', 'Outer Critics Circle + Winner + Outstanding New Broadway Play', 'Pulitzer Prize + Winner + Pulitzer Prize for Drama', 'Tony Award + Winner + Best Actress in a Play', 'Tony Award + Winner + Play', 'Tony Award + Winner + Best Direction of a Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Featured Actress in a Play']",917
398,The Full Monty,Musical+Original,30,3,"['Drama Desk Award + Nominee + Outstanding Musical', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Book of a Musical', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama Desk Award + Nominee + Outstanding Lighting Design', 'Drama Desk Award + Nominee + Outstanding Lyrics', 'Drama Desk Award + Winner + Outstanding Music', 'Drama League + Nominee + Distinguished Production of a Musical', 'Outer Critics Circle + Nominee + Outstanding Choreography', 'Outer Critics Circle + Winner + Outstanding Featured Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding New Broadway Musical', 'Outer Critics Circle + Nominee + Outstanding Director of a Musical', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Book of a Musical', 'Tony Award + Nominee + Musical', 'Tony Award + Nominee + Best Choreography', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Orchestrations', 'Tony Award + Nominee + Best Original Score', 'Tony Award + Nominee + Best Actor in a Musical']",770
399,The Tale of the Allergist's Wife,Original,5,0,"['Drama Desk Award + Nominee + Outstanding Actress in a Play', 'Drama Desk Award + Nominee + Outstanding Play', 'Tony Award + Nominee + Best Actress in a Play', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Nominee + Play']",777
400,Matters of the Heart,Original,0,0,[],11
401,Betrayal,Drama+Revival,6,1,"['Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Revival of a Play', 'Outer Critics Circle + Nominee + Outstanding Actress in a Play', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Actress in a Play', 'Tony Award + Nominee + Best Revival of a Play']",89
402,The Rocky Horror Show,Musical+Revival,13,1,"['Drama Desk Award + Nominee + Outstanding Set Design for a Musical', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Revival of a Musical', 'Drama League + Nominee + Distinguished Production of a Revival', 'Outer Critics Circle + Nominee + Outstanding Director of a Musical', 'Outer Critics Circle + Nominee + Outstanding Revival of a Musical', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Actor in a Musical', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Nominee + Costume Design (Play or Musical)', 'Tony Award + Nominee + Best Revival of a Musical']",437
403,The Search for Signs of Intelligent Life in the Universe,Revival,2,0,"['Drama Desk Award + Nominee + Outstanding Revival of a Play', 'Tony Award + Nominee + Best Revival of a Play']",184
